timestamp,site_id,availability,session_demand,latency_ms,error_rate,utilization
2026-06-15T10:48:18.022169,EVGO-SJC-014,98.79529576924192,64.55086495602407,127.28684602260275,0.7278578781291285,60.830792194733
2026-06-15T10:48:18.022169,ENT-NOLA-071,98.82935844206304,78.61305152153653,135.08976020951124,0.8779793452465802,79.6086624321969
2026-06-15T10:48:18.022169,THC-API-008,99.315815707691,52.59747321554379,110.00724969625668,0.6463316651070997,54.623012599122674
2026-06-15T10:48:18.022169,MFG-AUS-006,99.39905443052956,53.73054776873328,109.07334259269277,0.17715886203789433,51.857790665800344
2026-06-15T10:49:18.022169,EVGO-SJC-014,99.24435679346595,63.61199798373558,136.25169878105083,0.5885220673718536,64.8468105805791
2026-06-15T10:49:18.022169,ENT-NOLA-071,99.31532358148736,77.2213875866135,150.6103638080049,0.4347156631169644,82.00940853852953
2026-06-15T10:49:18.022169,THC-API-008,98.50373366841373,49.74502243364476,125.87143985004198,0.4151210259438067,52.27333741377336
2026-06-15T10:49:18.022169,MFG-AUS-006,99.19874180285575,54.874333770748464,118.51705223605154,0.4881612761919586,59.75801903034808
2026-06-15T10:50:18.022169,EVGO-SJC-014,98.35364285735373,61.1118166200486,135.11822769608997,0.6611896868290188,61.305714051272446
2026-06-15T10:50:18.022169,ENT-NOLA-071,100,75.28195499474032,126.14087378721196,0.0964090438224342,72.01291378499226
2026-06-15T10:50:18.022169,THC-API-008,99.39791200895941,52.58017001540112,112.42412011415134,0.5844300262667611,55.257512774685125
2026-06-15T10:50:18.022169,MFG-AUS-006,99.75667343392593,56.83038986115008,134.3469240441801,0.9601493532981507,51.63371752222508
2026-06-15T10:51:18.022169,EVGO-SJC-014,99.49235457017198,61.828737467767546,124.56757720457395,0.44706027009740457,57.95828015892419
2026-06-15T10:51:18.022169,ENT-NOLA-071,98.5751031259073,71.27573563962085,105.6184954306159,0.9222093857689968,72.23314002511887
2026-06-15T10:51:18.022169,THC-API-008,100,42.57405305833592,107.20068067681657,0.7446242375937037,44.00364192118003
2026-06-15T10:51:18.022169,MFG-AUS-006,98.41099044821084,59.8141398489528,141.72845489703477,0.320053356618231,60.44314737070675
2026-06-15T10:52:18.022169,EVGO-SJC-014,99.19662120822339,67.52195154058182,149.12804868317534,0.708590702458033,69.59654969648491
2026-06-15T10:52:18.022169,ENT-NOLA-071,99.43819005890498,78.56230424573423,145.3808022208491,0.20792236936126018,80.68079913293299
2026-06-15T10:52:18.022169,THC-API-008,97.42089965157069,44.72701856458687,140.10764312616976,0.4415799936034158,43.990929647282705
2026-06-15T10:52:18.022169,MFG-AUS-006,99.81562213748184,58.20063740580918,149.3212743804985,0.27220284674713335,57.60008240069004
2026-06-15T10:53:18.022169,EVGO-SJC-014,99.25989345680378,69.14332075749401,131.44472471444254,0.7624577478612881,66.49714249448442
2026-06-15T10:53:18.022169,ENT-NOLA-071,98.66821107528533,73.1034164252996,130.32158729856732,0.8604211382683984,76.88923748727244
2026-06-15T10:53:18.022169,THC-API-008,100,49.78809848860964,113.44008175407406,0.4887934787110632,49.19202327404869
2026-06-15T10:53:18.022169,MFG-AUS-006,98.76160028029314,60.36221942194619,117.67676231301047,0.9511925758943913,55.28893150565172
2026-06-15T10:54:18.022169,EVGO-SJC-014,98.37036842625382,68.32453000913426,143.54428366659283,0.7578803197245434,69.70542899390239
2026-06-15T10:54:18.022169,ENT-NOLA-071,99.1138850703622,75.26369103707853,136.9033632500085,0.6381204476142108,76.37343502446772
